hotel_name,hotel_rating,city,amenities,hotel_price
Hotel Orient Crown,3.9,Nagpur,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Kitchen, Smoke-free, 0",1677.0
Hotel Maitrayee,4.6,Nagpur,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry",2384.0
Hotel Nagpur Ashok,4.0,Nagpur,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Spa, Bar, Restaurant",5235.0
Nirvana Residency,4.7,Nagpur,"0, 0, 0, 0, 0, 0, 0, 0, 0",2600.0
The Paramount Hotel,4.4,Nagpur,"Free Wi-Fi, Paid parking, Pool, Air conditioning, Room service, Kitchen, Full-service laundry, Smoke-free, 0",1071.0
Hotel President Nagpur,4.1,Nagpur,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle",2813.0
Treebo Trend The Pavilion,4.0,Nagpur,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry, 0",2966.0
Treebo Trend Hotel A1,3.9,Nagpur,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Airport shuttle, Full-service laundry",2689.0
The Park Indore,4.7,Indore,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",6272.0
Pride Hotel & Convention Centre Indore,4.1,Indore,"4-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant",3807.0
Hotel Solaris,4.0,Indore,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service",2259.0
Sayaji Hotel Indore,4.4,Indore,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",5111.0
Best Western Plus Indore,4.2,Indore,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Bar, Restaurant, Room service",3424.0
Fairfield by Marriott Indore,4.2,Indore,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Bar, Restaurant, Room service",4770.0
Jalsa Resort & Banquets,4.3,Indore,"Free Wi-Fi, Free parking, Pool, Spa, Restaurant, Kitchen, Full-service laundry, Accessible, Kid-friendly",2921.0
Radisson Blu Hotel Indore,4.5,Indore,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",6266.0
Indore Marriott Hotel,4.4,Indore,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",6721.0
Sheraton Grand Palace Indore,4.3,Indore,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",7280.0
Jardin Hotels,4.2,Indore,"Free breakfast, Free Wi-Fi, Free parking, Pool, Restaurant, Room service, Kitchen, Full-service laundry, Accessible",2508.0
"WOW Crest, Indore - IHCL SeleQtions",4.3,Indore,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Fitness center, Spa, Bar, Restaurant",5878.0
Effotel by Sayaji,4.3,Indore,"4-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle",4090.0
"Hotel Meritel Grande, Indore",4.9,Indore,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Spa, Bar, Restaurant, Room service, Kitchen",1384.0
Hotel Vrindavan Palace,4.4,Indore,"Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Room service, Kitchen, Full-service laundry, 0",1871.0
Hotel Shri Niwas,3.7,Indore,"2-star hotel, Free Wi-Fi, Paid parking, Pool, Kitchen, Full-service laundry, Kid-friendly, 0, 0",1289.0
JMC HOTEL S GRANDE INDORE,4.6,Indore,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Restaurant, Room service, Kitchen",2239.0
My Special House,2.9,Indore,"Sleeps 2, 1 bedroom, Air conditioning, Fireplace, Paid parking, Free Wi-Fi, No crib, No elevator, No fitness center",1020.0
Astha Lakshmi Tourist Homestay,4.5,Indore,"Sleeps 6, 2 bedrooms, Air conditioning, Fireplace, Cable TV, Paid parking, Free Wi-Fi, No crib, No elevator",1428.0
Treebo Trend Grand Euro,4.7,Indore,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Business center, Kid-friendly",2570.0
Trident Hotel Jaipur,4.4,Jaipur,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",14160.0
The Lalit Jaipur,4.4,Jaipur,"5-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",12389.0
Hotel Sarang Palace - Boutique Stays & Candlelight Dining,4.4,Jaipur,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Spa, Bar, Restaurant, Room service",2724.0
Moustache Jaipur,4.4,Jaipur,"2-star hotel, Free Wi-Fi, Pool, Air conditioning, Restaurant, Kitchen, Full-service laundry, 0, 0",1039.0
Chokhi Dhani Resort,4.3,Jaipur,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant",10029.0
"Holiday Inn Jaipur City Centre, an IHG Hotel",4.5,Jaipur,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",14190.0
Umaid Bhawan-A Royal Heritage Style Boutique Hotel,4.3,Jaipur,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Bar, Restaurant, Room service",5585.0
Jaipur Marriott Hotel,4.5,Jaipur,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",7840.0
"Devi Ratn, Jaipur – IHCL SeleQtions",4.5,Jaipur,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Pet-friendly, Fitness center",16992.0
Hotel Rajasthan Palace,4.7,Jaipur,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle",5479.0
WelcomHeritage Traditional Haveli,4.5,Jaipur,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Spa, Bar, Restaurant",4704.0
Hilton Jaipur,4.4,Jaipur,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",6885.0
"Lemon Tree Premier, Jaipur",4.3,Jaipur,"4-star hotel, Breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",3920.0
Hotel Grand Lotus Inn,4.7,Jaipur,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",1489.0
"Jai Mahal Palace, Jaipur",4.7,Jaipur,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",34173.0
Dera Jaipur,4.5,Jaipur,"Sleeps 17, 6 bedrooms, Air conditioning, Fireplace, Cable TV, Paid parking, Free Wi-Fi, No crib, No elevator",8400.0
Blue Beds Jaipur,4.4,Jaipur,"3-star hotel, Breakfast, Free Wi-Fi, Paid parking, Air conditioning, Restaurant, Kitchen, Airport shuttle, Full-service laundry",1858.0
Hotel Royal Orchid Jaipur,4.3,Jaipur,"5-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Hot tub, Air conditioning, Fitness center, Restaurant",6011.0
Ginger Jaipur,4.1,Jaipur,"3-star hotel, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Breakfast, Full-service laundry, Kid-friendly, 0",3135.0
Pride Amber Vilas Resort & Convention Centre,4.2,Jaipur,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant",7951.0
Sureli Haveli Jaipur,3.8,Jaipur,"Sleeps 2, 1 bedroom, Paid parking, No outdoor grill, Not pet-friendly, Not smoke-free, Not wheelchair accessible, 0, 0",1415.0
ibis Nashik,4.4,Nashik,"2-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Fitness center, Restaurant, Full-service laundry",2911.0
Treebo Trend Abode,4.0,Nashik,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Kitchen, Full-service laundry, Kid-friendly, 0",3271.0
Birla Ayurveda Stay Centre,4.1,Nashik,"Sleeps 6, 2 bedrooms, Air conditioning, Paid parking, Free Wi-Fi, No crib, No elevator, No fireplace, No fitness center",1482.0
Raghunandan Resort,4.2,Nashik,"0, 0, 0, 0, 0, 0, 0, 0, 0",2195.0
The Emerald Park,4.0,Nashik,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Full-service laundry",3190.0
The Gateway Hotel Ambad Nashik,4.6,Nashik,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Fitness center, Spa",12980.0
"Enrise by Sayaji - Nashik, Best Banquet Hotel",4.2,Nashik,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry",3489.0
"Hotel Royale Heritage, Nashik",3.8,Nashik,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Restaurant, Room service, Airport shuttle",1242.0
Courtyard by Marriott Nashik,4.4,Nashik,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant",9735.0
Ginger Nashik,3.8,Nashik,"3-star hotel, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Breakfast, Kitchen, Full-service laundry, Kid-friendly",3518.0
Hotel Panchavati Yatri,4.0,Nashik,"2-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry",1934.0
Caves County,4.1,Nashik,"Free breakfast, Free Wi-Fi, Free parking, Restaurant, Room service, Full-service laundry, 0, 0, 0",4021.0
Hotel Rama Heritage,4.1,Nashik,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Accessible",2746.0
PANCHAVATI ELITE INN,3.6,Nashik,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry",2071.0
"Holiday Inn Express Nashik Indira Nagar, an IHG Hotel",3.8,Nashik,"2-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Restaurant, Room service, Accessible",4434.0
Shakuntala Farms - Rustic Farmstay with Modern Comforts,4.9,Nashik,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Kitchen, Full-service laundry, 0, 0, 0",4745.0
Hotel Grand Rio,4.5,Nashik,"4-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Kitchen, Airport shuttle",4016.0
"Hotel MBC Citadel Nashik ( Near Sula, Trimbakeshwar and MIDC Area )",4.2,Nashik,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible",3870.0
Shriram Guest House,3.0,Nashik,"Free Wi-Fi, Pool, Kitchen, Full-service laundry, Kid-friendly, 0, 0, 0, 0",618.0
Quality Inn Regency,3.8,Nashik,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant",3210.0
"Treebo Trend The Utsav, Nashik",4.6,Nashik,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry",2968.0
Itsy by Treebo - Oasis Pride,4.0,Nashik,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Room service, Kitchen, Full-service laundry, Accessible, Kid-friendly",2217.0
Best Western Bliss,4.1,Kanpur,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Restaurant, Room service, Kitchen",3300.0
MVR Grand Hotel,4.4,Kanpur,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Kitchen, Full-service laundry, 0",3744.0
The Landmark Towers,4.4,Kanpur,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",6719.0
Red Orchid Hotel Kanpur,4.3,Kanpur,"Free breakfast, Free Wi-Fi, Paid parking, Bar, Restaurant, Room service, Kitchen, Full-service laundry, 0",2335.0
Hotel Kartar Yatri Niwas,4.1,Kanpur,"Free Wi-Fi, Air conditioning, Room service, Kitchen, Full-service laundry, 0, 0, 0, 0",627.0
Vijay Intercontinental,4.1,Kanpur,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",4452.0
Moon And Mars Resort,4.3,Kanpur,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",4242.0
Status club business Hotel,3.9,Kanpur,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Airport shuttle, Full-service laundry",2395.0
Hotel Bhagyaraj Palace -Best Hotel In Kanpur,4.2,Kanpur,"Free Wi-Fi, Paid parking, Restaurant, Room service, Kitchen, Full-service laundry, 0, 0, 0",1826.0
Hotel The Novelty,4.8,Kanpur,"Free Wi-Fi, Air conditioning, Breakfast, Paid parking, Room service, Kitchen, Kid-friendly, Smoke-free, 0",1800.0
Little Chef Hotel,4.3,Kanpur,"3-star hotel, Free breakfast, Wi-Fi, Paid parking, Air conditioning, Fitness center, Bar, Restaurant, Room service",3679.0
"Krishna vatika, Krishna nagar Kanpur nagar uttar pradesh",4.2,Kanpur,"0, 0, 0, 0, 0, 0, 0, 0, 0",2600.0
THE VILLA,3.9,Kanpur,"3-star hotel, Free Wi-Fi, Pool, Kitchen, Full-service laundry, Kid-friendly, 0, 0, 0",3133.0
Hotel Sant Villa,3.2,Kanpur,"1-star hotel, Free Wi-Fi, Air conditioning, Kitchen, Full-service laundry, 0, 0, 0, 0",533.0
Status Club & Resort,4.3,Kanpur,"3-star hotel, Air conditioning, Kid-friendly, 0, 0, 0, 0, 0, 0",4040.0
The Deep Hotel,4.0,Kanpur,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, 0",2072.0
THE ROYAL ORCHID HOTEL | Hotels in Kanpur,4.1,Kanpur,"Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Kitchen, Full-service laundry, 0, 0",3280.0
The Altius Boutique Hotel,4.0,Chandigarh,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Bar, Restaurant, Room service",4435.0
Hotel Oyster,4.0,Chandigarh,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Spa, Bar, Restaurant",3528.0
Hotel Emerald Chandigarh,4.2,Chandigarh,"3-star hotel, Free breakfast, Free Wi-Fi, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Kid-friendly",1765.0
Hotel Aroma Chandigarh,4.3,Chandigarh,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Spa, Restaurant, Room service",3035.0
Hotel The Yellow,4.1,Chandigarh,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible",1651.0
Hotel Royal Park 22,4.3,Chandigarh,"3-star hotel, Free Wi-Fi, Air conditioning, Pet-friendly, Restaurant, Kitchen, Airport shuttle, Full-service laundry, Kid-friendly",2231.0
Hotel City Palace,3.4,Chandigarh,"Breakfast, Free Wi-Fi, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry, 0, 0",461.0
"The Fern Residency, Chandigarh",4.0,Chandigarh,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Airport shuttle",4077.0
Wyndham Chandigarh Mohali,4.6,Chandigarh,"Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa, Restaurant",10636.0
Hotel City Heart Premium,3.8,Chandigarh,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Bar, Restaurant, Room service, Full-service laundry",2036.0
Hotel Pride,4.5,Chandigarh,"2-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",1407.0
The Regent hotel,3.5,Chandigarh,"3-star hotel, Free breakfast, Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",1950.0
Hotel Chandigarh Beckons,4.2,Chandigarh,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry",2808.0
Taj Chandigarh,4.4,Chandigarh,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",15337.0
The Piccadily Hotel,4.1,Chandigarh,"4-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Bar, Restaurant, Room service, Kitchen",4656.0
Amara Hotel,4.1,Chandigarh,"3-star hotel, Free breakfast, Wi-Fi, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible",2533.0
Hotel Landmark Chandigarh,3.8,Chandigarh,"2-star hotel, Breakfast, Free Wi-Fi, Paid parking, Hot tub, Air conditioning, Restaurant, Room service, Kitchen",1976.0
Hotel Park Inn,4.1,Chandigarh,"3-star hotel, Free breakfast, Wi-Fi, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly, 0",3506.0
Kapoor's Homestay Chandigarh,3.2,Chandigarh,"Sleeps 5, 2 bedrooms, Air conditioning, Fireplace, Cable TV, Paid parking, Free Wi-Fi, No crib, No elevator",2580.0
Natures Blessing,4.9,Chandigarh,"Sleeps 7, 3 bedrooms, Air conditioning, Elevator, Fireplace, Kitchen, Paid parking, Free Wi-Fi, No crib",2528.0
Hotel Parkview,4.0,Chandigarh,"0, 0, 0, 0, 0, 0, 0, 0, 0",2398.0
Hotel Icon,4.2,Chandigarh,"4-star hotel, Free breakfast, Wi-Fi, Pool, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",5544.0
The Guwahati Address,4.3,Guwahati,"4-star hotel, Free breakfast, Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",6720.0
Treebo Trend Umal Homestay,4.5,Guwahati,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Kitchen, Full-service laundry",2572.0
"Radisson Blu Hotel, Guwahati",4.5,Guwahati,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",7153.0
Exotic Villa Homestay,4.3,Guwahati,"Breakfast, Free Wi-Fi, Free parking, Room service, Kitchen, Full-service laundry, Kid-friendly, 0, 0",1026.0
Vivanta Guwahati,4.4,Guwahati,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Pet-friendly, Fitness center",9781.0
"The Greenwood Resort, Guwahati",4.3,Guwahati,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Spa, Bar, Restaurant",7111.0
Novotel Guwahati GS Road,4.6,Guwahati,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",8623.0
Ginger Guwahati,3.8,Guwahati,"3-star hotel, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Breakfast, Full-service laundry, Kid-friendly, 0",3358.0
A P Home's,4.4,Guwahati,"Sleeps 6, 2 bedrooms, Air conditioning, Fireplace, Cable TV, Free Wi-Fi, No crib, No elevator, No fitness center",1306.0
Mahalaxmi Home Stay,4.3,Guwahati,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Kitchen, Airport shuttle",710.0
The Ornate,4.2,Guwahati,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Full-service laundry",4017.0
Gibbon Backpackers Hostel,4.5,Guwahati,"Breakfast, Free Wi-Fi, Paid parking, Air conditioning, Restaurant, Kitchen, Full-service laundry, 0, 0",782.0
Pragati Manor,4.1,Guwahati,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle",4451.0
The Rhino,4.0,Guwahati,"0, 0, 0, 0, 0, 0, 0, 0, 0",1371.0
Hiltop Lodge,3.8,Guwahati,"Sleeps 5, 2 bedrooms, Fireplace, Paid parking, Free Wi-Fi, No air conditioning, No crib, No elevator, No fitness center",1166.0
Airport Guest House Guwahati,4.0,Guwahati,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Kitchen",2354.0
"The Greenwood, Guwahati : A Luxury Boutique Hotel",4.6,Guwahati,"Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar, Restaurant",6335.0
Dula Homestay,4.7,Guwahati,"Free Wi-Fi, Free parking, Air conditioning, Breakfast, Kitchen, Accessible, 0, 0, 0",1034.0
Luit Vista Guest House (A boutique Heritage property),4.3,Guwahati,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Kid-friendly, Smoke-free",2106.0
Hotel Dynasty,4.1,Guwahati,"4-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Spa, Bar, Restaurant",3604.0
Ratnamouli Palace,4.6,Guwahati,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar, Restaurant",6720.0
Treebo Trend Pappilon Palace,4.2,Mangalore,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Room service, Full-service laundry, Kid-friendly, Smoke-free",3008.0
Treebo Trend The Horizon - Hotel in Mangalore,4.1,Mangalore,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Kitchen, Full-service laundry",2738.0
Rks Beachfront,4.8,Mangalore,"Free Wi-Fi, Free parking, Pool, Beach access, Bar, Restaurant, Room service, Kitchen, Full-service laundry",4116.0
Hotel Manorama,4.0,Mangalore,"3-star hotel, Free Wi-Fi, Free parking, Air conditioning, Kitchen, Airport shuttle, Full-service laundry, Kid-friendly, 0",1237.0
Grand Plaza Hotel,3.9,Mangalore,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Room service, Airport shuttle, Kid-friendly, 0",2580.0
Hotel Ganga Sagar,4.3,Mangalore,"Free breakfast, Free Wi-Fi, Pool, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly, Smoke-free",1348.0
"Vivanta Mangalore, Old Port Road",4.2,Mangalore,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Fitness center, Spa",6891.0
Hotel Mangalore International,3.8,Mangalore,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Restaurant, Room service, Full-service laundry, Kid-friendly",1362.0
Cosmo Lodge,3.8,Mangalore,"Free Wi-Fi, Paid parking, Air conditioning, Breakfast, Room service, Kitchen, Full-service laundry, Accessible, Kid-friendly",887.0
The Sea View,4.2,Mangalore,"Free breakfast, Free Wi-Fi, Free parking, Pool, Spa, Bar, Restaurant, Room service, Kitchen",4777.0
Hotel Heraa International - The Heraa Inn,4.6,Mangalore,"0, 0, 0, 0, 0, 0, 0, 0, 0",2239.0
Hotel Poonja International,3.5,Mangalore,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",1677.0
THE OCEAN PEARL INN,4.3,Mangalore,"Free breakfast, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible, 0",4106.0
The Ocean Pearl,4.4,Mangalore,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",5891.0
Royal Plaza Suites,4.7,Mangalore,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Restaurant, Room service, Airport shuttle, 0",4409.0
Goldfinch Hote l Mangaluru,4.2,Mangalore,"Breakfast, Free Wi-Fi, Paid parking, Pool, Fitness center, Restaurant, Room service, Kitchen, Airport shuttle",4619.0
Hotel Paramount Suites & Service Apartments (Mangalore),4.5,Mangalore,"Free Wi-Fi, Free parking, Pool, Air conditioning, Room service, Kitchen, Full-service laundry, Business center, 0",2464.0
Hotel Plaza Heights,4.6,Mangalore,"Free Wi-Fi, Free parking, Air conditioning, Smoke-free, 0, 0, 0, 0, 0",1937.0
Woodlands Hotel,4.0,Mangalore,"Breakfast, Free parking, Wi-Fi, Restaurant, Room service, Full-service laundry, Kid-friendly, 0, 0",1888.0
AJ Grand Hotel,4.5,Mangalore,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar, Restaurant",4620.0
Grand Mercure Mysore,4.5,Mysore,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",7503.0
Treebo Trend Akshaya Mahal Inn - Hotel in Mysore,4.2,Mysore,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Kid-friendly, 0",5572.0
Tulips Homestay | Studio Rooms & Wi-Fi,4.3,Mysore,"Sleeps 6, 2 bedrooms, Air conditioning, Fireplace, Cable TV, Paid parking, Free Wi-Fi, No crib, No elevator",2195.0
Lalitha Mahal Palace Hotel,4.3,Mysore,"4-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry",5244.0
"Hotel Heritage Inn, Mysore",4.3,Mysore,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry, Kid-friendly",1967.0
Hotel Garden City,3.6,Mysore,"2-star hotel, Breakfast, Free Wi-Fi, Free parking, Restaurant, Room service, Airport shuttle, Full-service laundry, Kid-friendly",715.0
Aishwarya Le Royal (Best Budget Hotel in Mysore),3.7,Mysore,"3-star hotel, Free Wi-Fi, Paid parking, Air conditioning, Restaurant, Kitchen, Full-service laundry, 0, 0",1048.0
Hotel Mayura Hoysala Mysuru,4.1,Mysore,"3-star hotel, Free Wi-Fi, Free parking, Air conditioning, Breakfast, Bar, Restaurant, Room service, Airport shuttle",2419.0
Livaana (Formerly known as Vivaana),3.8,Mysore,"Breakfast, Free Wi-Fi, Free parking, Pool, Bar, Restaurant, Room service, Kitchen, Airport shuttle",2193.0
Hotel Sandesh The Prince,4.1,Mysore,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",3008.0
"Fortune JP Palace, Mysore - Member ITC's hotel group",4.3,Mysore,"4-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",4880.0
Country Inn Mysore - Mosaic,4.5,Mysore,"0, 0, 0, 0, 0, 0, 0, 0, 0",4645.0
Hotel Sepoy Grande,4.0,Mysore,"3-star hotel, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Airport shuttle, Full-service laundry, 0",1455.0
